Gene ARP4 Amikacin Amp Antimycin Ascididemin_Nat_prod BZA CCCP CPZ Cap Cephalexin Cerulenin Clofazimine Clotrimazole DCCD DIPED DNP DTNB DTT Deferoxamine Dipyridyl EMB Econazole Eta GSNO GSNO_CFZ GSNO_CPZ GSNO_KCN GSNO_menadione H2O2 INH KCN Levo Min_med__succinate_ Mtm NRP_1 NaN3 Nam Nigericin Novobiocin Oflox PA_1 PA_21 PA824 PZA Palmitate Procept_6776 Procept_6778 Rif Rifp Rox SM Succinate TLM TRC TRZ Tet UV Valinomycin Verapamil ZnSO4 menadione mercaptoethanol methoxatin
Rv0119 0 1.292960869 -0.115783382 -0.062518017 -0.347294223 0.318298892 -0.037809879 -0.280973827 0.412732913 -0.003992717 0.21995318 0 0.50325279 0 -0.294886071 0.122865212 -0.961189614 -0.266397278 0.002361317 0.047263264 0.139946461 -0.179333179 0.039298994 0.225220123 0 -0.482671924 0.047603968 -0.544386465 0.631114786 0.050374871 0 0.401914151 0 0.393125811 -0.194398813 0 -0.031215781 -1.487375703 0 0.61235423 0.482560723 -0.646338889 -0.122753998 -0.363826733 0 -2.101795625 -2.179059872 0.123142019 0.416344562 0.796613312 0.449769197 0.229079778 -0.502929686 0.084061673 0 0.221914434 0.526560994 -1.383664202 -0.81440299 0 -0.984189241 -0.480065312 -0.372948054
Rv0120c 0 -0.099440259 -0.521887697 0.204966757 0.07755966 0.252402602 0.012558588 0.129940016 -0.654207159 -0.535199627 -1.149301021 0 0.000665323 0 -0.083878228 0 -0.69293907 1.202612967 -0.418526205 0.103352427 -0.131898381 -0.151945157 -1.2328912 1.621698378 0 -0.711324039 1.827983599 -0.120543451 -0.049534732 -1.387758556 0 0.335605198 0 -0.246981752 1.247735562 -2.911217957 0.227132895 0.823875959 0 0.092762929 -0.354576938 -0.282408144 -1.188773121 0.037393912 -1.497569403 -1.233860514 -0.960715833 0.931157524 -0.233798755 -0.626982256 -0.83985968 -0.838623712 -0.658937406 0.597147201 0 -1.090080367 -0.463259374 -0.021700427 0.375448365 0 0.210539065 1.220888872 2.668622493
Rv0121c 0 -0.234842717 -0.334240737 -0.245066951 -0.182581351 0.848561249 -0.297534588 -0.166022085 -0.375326588 -0.246574453 -0.449580818 0 -0.47212774 0 0.469270247 -0.172020791 -1.631726636 -0.553526747 -0.420296205 -0.174293398 -0.677900737 -0.054543363 -0.532318753 -0.052127125 0 -0.331020556 -0.003254238 -0.886436944 0.708230983 -0.624422771 0 -0.189542666 0 0.040036553 0 0 0.841118738 -1.56115757 0 -0.27170813 -0.181957062 -0.387672907 0.243149048 1.026962744 0 0.2726334 0.297638823 0.821943436 -0.401400112 -0.372044113 -0.387967647 0 0.073357161 0.155864406 0 0 -0.385673467 -0.861790927 0 0 -0.615967259 0 -0.364632753
Rv0122 0 -0.201382172 -0.630375554 -0.21885213 -0.110755508 0.659587324 -2.016645717 -0.401219418 0.292768709 -0.227941083 -0.336614779 0 -0.203951325 0 -0.108539696 0 0.682358192 -0.359117926 -0.611755507 0.134090835 -0.08962991 0.18601803 -0.237150856 1.709720666 0.961376616 -0.39158815 3.091219761 -0.546676945 0.070311116 -0.301669286 0 0.433582764 0 -0.323553981 -0.001089669 0 0.208649995 0.061536436 0 -0.261686678 0.05666906 0.254509054 0.044016738 0.235327611 -3.611346968 -0.565891758 -0.373111413 -0.653621027 -0.649510206 0.164628426 0.048776759 0 -0.311436673 2.259240772 0 0.3579408 0.031010125 -0.6743665 -0.894412311 0 -0.181599867 0 0
Rv0123 -0.355898046 -0.135150303 -0.551361013 -0.211967847 0.571476563 0.780942142 2.004231747 -0.348385744 -0.242282661 -0.501732224 -0.273212427 -0.26124626 -0.084689198 2.555101146 -0.548979549 3.139273024 -0.788930287 0.939428245 -0.608810047 -0.276730089 -0.411826412 -0.670380495 -0.194254716 -0.942851873 -0.67170275 -0.357092678 0.106465843 -0.197822996 0.484089611 0.057096527 -0.324508553 0.067098255 -0.223831877 -0.098122071 -0.532712106 -0.504764211 0.480672104 2.250722248 1.518290512 0.326766241 -0.210743379 -0.212781329 -0.529369364 0.263694558 -0.713447456 -0.27900357 -0.388009814 0.207273252 -0.419310398 -0.714330622 -0.251291986 -0.682696105 0.040376784 1.324249782 2.583896255 -1.288074062 -0.130824174 0.86678326 -0.471754563 -0.817566279 -0.128153865 -0.171704741 -0.823721422
Rv0124 0 -0.033722827 -0.157748323 0.207953578 -0.407915487 0.323462773 0 -0.465733403 0.926312736 -0.129305808 -0.528227557 0 -0.610357231 0 0.526370932 3.078603106 -1.824118648 -3.174846288 -0.329146057 -0.154707131 0.137230556 -0.237410052 -0.683834878 -0.501504927 -2.655038032 1.250490065 1.180137391 0.13904743 0.58473438 -0.11677246 0 0.204274065 0 0.004405784 0.028001196 1.964648213 0.674720359 -1.930160598 0 -0.610991404 -0.818150177 -0.059349353 -0.106239826 0.563768546 0 -1.002206965 0.011659734 0.210013566 -0.771939314 1.169746537 -0.86724899 -2.239304631 -0.806592282 -0.690189287 0 0.121101416 0.644171047 -1.196317458 -1.844031189 0 -0.01564024 -1.712174655 0.054122347
Rv0125 0 1.696591714 -0.163451808 -0.19196222 -0.262674782 0.287130998 -1.533265963 0.461770707 1.294091654 0.142939526 0.028962051 0 -0.264240162 0 -0.113973695 -0.797406007 0.518110545 0.128585353 -0.531644906 -0.108166928 -0.176914504 -0.547738151 -0.446352839 3.897232893 0 1.142323859 0.998497498 -0.568552303 0.258140584 -0.245434104 0 0.99978967 0 -0.010810734 0.394851563 1.497690957 -0.034068256 -0.878425955 0 0.951812212 -1.035658781 -1.461148798 -1.817025477 0.306137933 0 -0.121847367 0.325132003 0.018898597 0.456441482 1.025541468 0.583765198 0 0.205479133 -0.156556874 0 3.505290165 0.097849142 -0.977829902 -1.215800135 0 -0.151446295 0.207941877 -0.540832518
Rv0126 0 -1.380581482 0.466590323 0.803703637 0.070104984 -0.046848172 -0.805524153 0.516208523 -2.055324685 -0.188942609 0.762350875 0 0.871904659 0 -0.083852453 0 0.313246439 -0.460592241 0.540180794 0.279446695 -0.124440548 0.949617566 0.39704407 0.316310174 0 -0.354297122 1.885085756 -0.619138388 -0.161019065 0.68041648 0 0.139674925 1.652255411 0.580913987 0.858989738 0 0.398334962 -0.593423445 0 0.052528356 0.420811528 0.052900633 -0.252436034 0.233175592 0.894069396 -0.196592771 0.518453758 -2.180095404 -0.7408713 -2.221360843 0.369889849 3.915500166 -0.044832441 -0.400112194 0 -3.631218982 0.507809138 -0.785173736 -0.920171969 0 -0.37199916 0.305105758 1.741659862
Rv0127 -0.668446099 0.209438818 0.597300103 2.07295044 -0.442394452 0.026845814 -0.967707729 -0.606883303 0.146622971 0.166026296 0.440465107 -0.674647074 -0.403332063 -1.304062585 0.462177151 -1.400915333 -0.283549 -0.966983768 0.145239405 -0.016433459 1.057045414 -0.437734019 1.601190582 0.24846908 -0.582465978 -1.0808375 -0.565807707 -1.145699035 -0.058792244 1.800882024 0.299026132 0.040909385 -0.355085694 -0.174235562 -0.375084438 -0.93898909 0.152874955 0.111729363 1.660948995 0.5384728 0.086108306 0.056263279 0.205577148 0.379591181 -0.323254749 -0.695992856 0.326138565 0.026957663 0.365270269 0.451058738 -0.169246177 -0.463315498 1.222352047 -0.237301673 -0.710719892 1.856629754 0.17860609 -1.492249603 0.105727829 -0.342776619 -0.997318668 0.180518686 -0.178833772
Rv0128 -0.254833715 0.18059687 -0.07238595 0.049518937 -0.457889552 0.570615069 -1.334355026 -0.555554592 0.326264042 0.363815236 -0.093049463 -3.068498437 -0.470158321 -1.713563286 0.327691318 1.223123159 -2.552595957 -0.993173432 -0.048150462 -0.321840369 -0.130868047 -0.835329689 -0.539493817 -0.798303244 0 -2.361891402 0.382347086 0.294552161 0.934522182 -0.599668522 -0.771186769 0.059658148 -0.526711848 0.828741378 0.341404561 0 0.791478711 -1.641128704 -1.461663102 -0.040896546 -0.275172307 0.306517742 -0.889661247 0.201175265 -0.406129323 -0.869951466 -0.644179051 0.653490181 -0.160883798 0.507196174 1.0162317 -0.516815158 -0.352400432 0.170119243 -1.19453296 -0.38800868 0.817489118 -0.445768969 -1.318524076 0 0.032660188 -1.9947739 -0.49666488
Rv0129c -1.901995989 -1.004554695 1.03855428 -0.77205548 -1.01867756 0.982611358 2.263394017 -0.143472745 -0.361510746 0.87067518 1.300487641 -0.244399723 0.144375193 -1.487859077 -0.426777422 1.695620029 0.302260038 -0.285026311 -0.034893351 -0.568444626 0.08952345 0.184611306 1.567544946 -0.158046553 -0.414993583 -0.882153504 0.738059919 -0.345042716 -0.955910221 1.336904972 -0.206998677 -0.513467552 -2.016627914 -0.363314628 -2.289001206 0.102149413 0.754620298 -0.82088687 0.256862236 -1.397467841 -0.301025952 -0.162567497 0.769800355 0.715019406 0.206521683 0.676233748 -0.02327909 -1.326422106 -0.164090003 -1.003170478 -0.801555261 0.19270559 0.964191529 0.801807977 0.181924818 -1.776379197 -0.363420644 -1.000969194 -0.12926163 -0.020614438 -0.613740079 -0.17845963 0.095242164
Rv0130 -1.024710384 0.375638356 0.05139609 -0.044154249 -0.773860377 1.041877739 1.08494308 -0.790055244 1.057635173 0.381363633 0.521661816 -1.854880872 -0.600764672 -1.279148154 0.251637877 0.410813644 0.182552072 0.221848641 0.032158584 -0.271589743 -0.287967471 -0.827392984 0.390936424 -0.257264302 -0.909503276 -1.382508238 -0.558415315 -0.163194748 0.66580308 0.234504572 -1.469347581 0.231135552 -0.763315296 0.421481739 -0.810467567 -0.632659538 1.253720295 -0.462366465 -0.150444035 -0.760234486 -0.351899144 -0.348502032 -0.012359654 0.361845532 0.058795202 -0.535684229 -0.177690853 0.099675604 -0.237126324 2.38600034 -0.744971103 0.201831849 0.190513906 -0.150037722 -1.363818388 1.352928419 0.364813 -0.442215164 -0.204866155 0.324721557 -0.833613596 0.397497138 -0.147698438
Rv0131c -0.819192412 -0.134317721 0.028236788 -0.585268428 0.276737091 2.534603272 -0.105591271 0.085634754 0.629376755 0.070520242 -0.077001575 -0.384801929 -0.780634777 -1.65578951 -0.255936842 0.57675916 -0.829076254 -0.363873561 -0.373151651 -0.071078816 -0.585543665 -0.134210879 0.377496169 -0.422385798 -0.887682102 0.228124371 -0.465271757 -0.963383127 -0.206719545 0.37552035 -1.269604744 -0.350606549 -1.046227797 0.1013801 -0.132791338 0.612330807 1.460325389 -0.010795986 -2.144114365 -0.235798996 -0.630726541 -0.682232565 -0.345056806 1.001342589 -1.051685518 0.428090952 -0.372497712 -1.246326937 -0.152034856 0.889298623 0.01007422 -0.491128209 0.038788942 0.862349765 -0.605212028 -1.049898757 -0.104920171 -0.302766341 -1.352353142 0.226645477 -0.047452368 -1.071573021 -1.365811595
Rv0132c 0 -0.814927027 -0.318924545 -0.37996979 0.243534207 0.979806006 -0.857973224 0.368477773 -0.234506015 -0.048750504 -0.51613444 0 -0.036092079 0 -0.728421123 0 -0.82667672 -1.207869088 -0.75232336 -0.177281955 -0.55751912 0.678862407 -0.56674235 0.899166554 1.293751926 0.249900202 0.767621733 0.331482504 -0.061488686 -0.37796163 0 -0.136190066 0 -0.119587107 -2.065472341 0 0.846684834 -0.286484656 -2.24379958 -0.993108538 -1.154085485 0.077008849 -0.301974815 0.968244992 0 0.97790048 0.477766117 -0.573166917 -0.27348141 0.36750786 -0.874467244 0 -0.59531262 1.213337579 0 -0.489471518 0.389149717 -0.830245785 -2.909813646 0 -0.571871251 -1.406420456 0
Rv0133 0 0.403970586 -0.205495087 -0.102245965 -0.43081645 -0.000363249 0.815145684 0.557818708 0.587383188 0.214814026 0.591382364 0 0.185082861 0 -0.802619745 0 0.70134005 0.304363466 -0.000750492 0.245384044 -0.659636883 -0.340322475 0.573524994 1.684241518 2.117162554 0.479694915 -3.509702263 -0.399338958 0.213723829 1.130589833 0 0.858915801 0 0.306931674 0.524906434 2.289076158 -0.767693177 -0.340404301 0 1.835995906 0.134429144 -0.262075059 0.621638195 -0.467981165 0 -0.398620513 0.141649851 0.204434545 0.156913896 0.365998998 -0.236610447 0 -0.136282779 -0.055014556 0.782558791 1.745554572 0.40723623 -0.223453994 0.062450779 0 -0.253053773 -1.593568951 0
Rv0134 0 -0.849407864 -0.791069725 0.02243372 -0.119663048 0.00713695 0.607047485 -0.128150348 -0.741562498 0.033653796 -0.449285282 0 -0.505031135 0 -1.067325989 0 1.197334991 1.511417646 -0.640620899 0.016540933 -0.719897025 -0.474362323 -0.482887139 0 1.255039938 0.394170825 2.307510166 1.58460669 0.657979044 -0.254359576 0 0.006689501 0 -0.11580324 1.470347473 0 0.204395692 0.448248386 0 -0.562131175 0.627731905 0.215406871 1.56150867 0.5219826 0 1.487352177 1.315824334 -1.089432213 -0.387854902 -0.307958616 -0.434118985 0 -0.209463338 -0.068060195 0 -0.58370723 0.096376839 0.414582652 1.495307502 0 1.25553309 1.544812732 2.0746271
Rv0135c 0 0.010568395 -0.519776089 -0.750592252 -0.2395523 0.929517524 -0.20588127 -0.368180486 -0.279580333 -0.48429493 -0.259083224 0 -0.182851409 0 -0.54481476 0 -0.596011407 -0.241952978 -0.628079507 -0.570925803 -0.182001066 -0.32213466 -0.36295389 -0.357007363 -0.425376251 0.143859095 -0.443742096 -0.348434976 -0.41730942 -0.537723354 0 -0.56492744 0 -0.551122679 0.202128883 0.203277011 1.147232229 -0.185620468 0 -0.61352662 0.765893456 -0.476524156 1.69013373 1.287453286 0 3.822961125 1.873353881 -0.481349962 -0.590506809 0.337244408 -0.371664872 0 -0.190940642 -0.204084149 0 1.026411332 -0.197297835 -0.34136565 -0.170599036 3.453374142 0.291344012 -0.149812843 0.434588219
Rv0136 0 -0.573071042 -0.684299468 -0.620908849 -0.127888386 0.781821206 0.057029165 -0.347190928 -0.56150716 -0.512388931 -0.555928221 0 -0.446758836 1.019623181 -0.587763159 0 -0.752218238 0.068433315 -0.618474667 -0.336542455 -0.328434536 -0.286270075 -0.709860685 0.644132005 0 -0.063415372 0 -0.031505829 -0.228967216 -0.609094598 -0.667385031 -0.592427374 0 -0.500361791 -0.107471224 0 1.235081124 -0.074411756 0 -0.705955058 0.904950654 -0.344831558 1.049586625 1.916000501 0 2.735728108 2.100224297 -0.706116727 -0.466110683 -0.376005171 -0.015556918 0 -0.664314595 -0.511541617 0 -0.291884217 -0.24930186 -0.687607179 -0.131352893 0 0 0 0
Rv0137c 0 1.813042852 0.069832139 -0.420339555 0.451555227 0.441297482 0.381939019 0.597450826 2.695028138 -0.394049418 0.300072376 0 0.091703915 0 -0.040170231 0 0.224139783 0.272346864 -0.119341422 -0.469587371 -0.167724169 0.133563894 0.15547032 0.246312001 0 -1.329674188 -4.808650057 0.186852565 -0.56058005 -0.08874838 0 0.095042317 0 -0.12638341 0 0 0.163345523 -2.202302927 0 0.125200435 0.193302453 0.289127069 -0.035624637 -0.233658381 0 -0.897401071 -1.355493325 -1.228122982 -0.156057802 1.699308807 -0.521571365 0 0.459885617 0.465479515 0 2.437989896 -0.504067994 -0.832219235 0 0 -0.023044217 0.47275019 -0.430467733
Rv0138 0 -1.008160168 -0.06256971 0.013828809 -0.007165654 -0.600315157 0.717304417 -0.28345984 -0.366236957 0.111687769 0.828766015 0 0.143113307 0 -0.049337296 0 -1.649790434 0.411418295 0.260724742 -0.366380675 0.047987872 0.342276922 -0.136602305 1.710110378 -0.049027768 0.531898187 -0.240201348 -0.894998775 0.49443116 -0.001758887 0 0.171127876 0 0.153362463 1.833883139 2.562729236 -0.222519799 -1.392919312 1.869889735 -0.535642109 0.007212682 -0.145372404 -1.173340372 0.333557979 0 0.444302606 -0.015620383 -1.066066088 -0.655473773 -0.50989167 -0.291180812 0 -0.621172145 -0.08131912 0 0.169987935 0.448030118 -0.450212895 1.247275951 0 -1.84153047 -1.659600391 1.243290751
Rv0139 0.924730646 0.520941299 0.65614104 0.305995884 -0.648192454 -0.205466282 0.699556962 -0.277284955 -0.381070462 0.069945053 0.203146279 0.655914858 0.229032144 1.043834467 -0.617082465 0.219612068 -0.260016521 -0.948135788 0.459796187 -0.01914166 -0.194453498 0.809981357 -0.057554751 -0.17461573 0.077619923 -0.320778543 -1.164478663 0.107628335 -0.232266592 0.23736186 0.877517615 0.038936535 0 0.381295173 0.835037039 -1.544859304 0.272451729 -0.100285218 0.173424405 -0.016221963 -0.007957952 -0.057460623 -1.248313338 0.147631403 0.144457602 -2.157615484 -0.109708231 0.267184244 0.467427334 -0.214855866 -0.230029234 1.061826463 -0.435713674 0.181717048 1.343962975 0.950655784 0.356791964 -0.779899332 -0.464960746 4.122424086 -1.739817328 -0.523448985 0.052151855
Rv0140 2.512008977 0.118630692 -0.650372813 -0.677348361 -1.039163547 1.195795506 2.208947156 -0.671859475 0.578622901 -0.544116313 -0.526426124 -0.480873855 -0.499333508 0.707630449 -0.477148961 1.815482918 -0.358109244 -0.189175252 -0.525785467 -0.369151766 -0.916813882 -0.791218639 -0.828281435 -0.430156286 -0.504049466 -0.982083245 0.332446491 2.457376733 0.170800474 -0.666957665 0.92743641 -0.634270668 -1.330586544 -0.213284069 0.058729895 0.149838428 1.145078804 1.460350383 -0.592774426 0.007511857 -0.454550684 -0.217569063 -0.029752386 1.099456805 -0.827699545 -0.900275405 -0.436846765 -0.781235513 -0.31264625 0.563370466 0.069862251 -0.925064598 -0.59769425 1.877120829 -0.130568857 0.513279738 -0.327702846 -0.803541532 -0.76040852 -0.500960796 2.678186424 0.40967791 -0.522230334
Rv0141c 0 -0.638126284 -1.095390788 0.425868202 0.614216025 1.389808582 0.687238178 -0.108444798 -0.005729506 -0.437739969 0.195050388 0 0.017800115 0 -0.583938293 0 1.664310007 0.938965255 -0.20553483 0.049444751 -0.599543032 0.315830633 -0.33417253 0 0 0.560372367 0 0.511681427 0.249872896 -0.290062365 0 -0.935904138 0 -0.419905331 2.089409882 0 0.501685315 -0.58162841 0 -0.790142122 0.620478376 0.360317719 1.013547596 0.282969554 0 0.14413208 -0.522025634 -0.851749289 -0.138558473 -1.244359653 0.177857969 0 -0.225126725 2.003696426 0 -0.238387746 -0.609192771 -0.05913631 0.635231292 0 0.606749813 1.650559588 1.363493921
Rv0142 0 0.335955942 -0.919718385 -0.478173754 0.201641852 1.411418396 0.455148502 0.018655288 0.553548429 -0.049422166 -0.38366688 0 -0.60615831 0 -0.776667316 0 -0.031503638 -1.283690798 -0.517378835 0.272458594 -0.584049099 -0.853748498 -0.737415303 1.593366802 0 0.151679292 1.107753968 1.191058139 -0.110061874 -0.45055703 0 -0.102347181 0 -0.762599996 1.213501836 0 0.341660668 -0.240755369 0 -0.332365089 -0.670826576 -0.618317903 0.275455842 0.706641767 0 -0.112294679 -0.091488757 0.25858212 -0.055441567 0.73946527 -0.65077218 0 -0.493251688 1.684603113 0 0.675830037 -0.872674145 0.51995653 1.106655045 0 0.955032933 -1.460566545 1.14011047
Rv0143c 0 -0.516853812 0.420978123 -0.292706732 -0.762626808 0.365323318 0.226060249 -1.22741223 -1.794484474 0.112399098 -0.335917972 0 -1.015396662 0 1.06380075 0 0.700155068 0.270079091 0.117169852 -0.240999845 0.764361137 -1.498595786 -0.63497971 0 0 1.072329408 1.898793414 -0.041020665 0.144149662 -0.48836514 0 -0.620784298 0 0.285523159 0.560994632 0 0.703582848 -0.744811194 0 0.024710871 -0.328010837 -0.586255048 -1.348461652 -0.323086033 0 0.037381124 -0.128391369 1.250521124 0.39859085 -1.523385795 -0.433590015 0 0.138914309 0.322048962 0 -0.714780998 -0.832586965 -0.102952996 0.179756018 0 0.088885184 0 0.991448421
Rv0144 0 -0.179915005 -0.351931977 0.847533664 0.715128796 -0.463916816 -1.7263123 -0.184393805 0.559017306 0.259146617 0.422520462 0 0.368039913 0 -1.652769062 0 0 0 0.235535904 0.635287936 -0.455361919 0.585307434 0.012453101 0.888148302 1.698044208 0 0.673004397 0 0.343542962 -0.124755371 0 0.98014802 0 0.023047651 0.997656371 0 -0.396567114 -0.821264802 0 -0.272058611 0.669384598 0.666997696 -1.324897777 -0.43556196 0 -1.161535218 -0.244943144 -0.895175716 -0.010703798 -0.230115414 -0.423633557 -0.239591657 -0.337181959 0.098871344 0 -0.478733915 0.41296238 0.023479067 0 0 -0.006321023 0.770836114 1.520493347
Rv0145 0 0.307974924 -0.047497896 0.202139989 0.671586398 -0.572520011 -2.199960278 -0.267053799 0.172370633 0.272291154 0.588480888 0 0.050843022 -0.845834303 -0.226196686 0 -1.439260343 -1.672876716 -0.06325247 0.59000489 -0.191329702 -0.122876012 1.145803668 -1.272016635 -1.119292413 -0.170797131 -0.916340202 -0.285435927 0.243225299 1.676218678 0 -0.167402648 0 0.892233578 -0.664408501 0.031649273 -0.550048378 -0.538405961 -0.584181692 -0.071306465 -0.15264434 -0.230801805 -1.040910673 -0.549656108 0 -0.256399608 -0.277961841 -1.363666299 0.042059593 0.752645476 1.692002266 0 1.549960806 -0.279087463 0.483588345 0.312177306 0.490571376 -1.40744608 -1.219602052 0 -0.09307109 -2.182857077 -1.100540219
Rv0146 -0.005460807 -0.775417628 -0.178335687 0.203396909 1.102737551 -1.354877223 -0.574338023 -0.093283946 -0.711291796 -0.031706951 1.089162855 0.378577607 0.353083753 0.425577771 0.027260827 -0.255631038 -0.418127105 0.039460374 -0.213203599 0.815686478 0.372243488 0.632536756 1.034665287 0.007914823 -0.124909712 -0.528275216 -0.180600657 -0.755076366 0.300936938 1.098110349 -0.401684757 -0.186313922 0 0.436172098 -1.187722089 0.84912272 -1.301861944 -0.828088851 -0.444151388 -0.362670477 0.186428291 -0.146885656 -0.641662133 -1.061133115 0.129852565 0.029946449 -0.038892038 0.066164535 0.468512953 -0.690181344 0.781988178 0.049218451 1.423355431 -0.114504466 0.069652164 -1.990306154 -0.430181075 -1.193836794 -1.284856507 0 -0.866592501 -0.643523715 -0.464936955
Rv0147 0 0.448264604 -0.580207338 -0.284936881 0.055669774 -0.23497668 -2.797857362 0.660363881 -0.309287581 0.038815756 -0.371614394 0 -0.046325153 0 -0.191499652 0 -2.114460506 -1.5123312 -0.580951418 0.152413886 -0.07560919 0.225653211 0.629358635 1.181471804 1.782174598 -0.835091371 2.407443222 0.610210379 -0.416652465 0.829421661 0 -0.554420972 0 0.157995553 0.612607362 -0.766552667 -0.65490204 -0.905208906 0 -0.158989511 0.210387393 -0.212979827 -0.273471656 -0.715259238 0 -0.210347186 -0.32391106 0.317232847 -0.175195228 -1.153495065 0.312541719 0 0.902423058 0.863732006 0.008589387 -1.005777755 -0.464643778 -0.028690679 0 0 1.016707398 0 -0.493900827
Rv0148 0 -0.819296639 -0.014005554 -1.090979502 -0.309382131 -0.671862808 0.34903423 0.536246479 -1.986919929 0.209716436 -0.185723466 0 0 0 0.009311768 0 -1.349816107 0.591355428 -0.505824642 -0.310955543 0.133863258 0 0.49528113 -0.5993097 0 -0.657825291 2.363149744 1.100666119 0.415882167 0.915337207 0 -0.94606409 0 0.826426668 0.816094791 0 -0.289205654 1.665083806 0 -0.328599312 -1.397813056 -0.821143956 -0.584589493 -0.346379886 0 -0.064328465 -0.067101703 -0.095630785 -1.103597154 -1.573004592 -0.128124109 -0.920684818 0.778609791 -0.130591869 0 -2.11229092 0.749937719 0.602363334 0 0 0.467079639 -0.244023976 0.113244134
Rv0149 0 0.210772768 -0.07569947 0.0591144 0.179549701 -0.290357482 0.248675247 0.5261272 -0.943890285 -0.047769331 -0.231734048 0 0.539771058 0 -0.286109954 0 1.60315543 0.769895435 -0.592290164 0.400849113 -0.270469448 0.263702765 0.064029707 2.306299616 0 1.183531929 0.091412779 1.551553119 0.239351922 0.283376724 0 0.119550805 0 -0.32511807 1.385879228 0 -0.564504436 0.923901789 0 0.249565035 0.025824316 0.230257494 0.478226649 -0.253771596 0 -0.111747139 -0.153953973 0.2536679 0.142467986 -0.423348864 -0.25074756 0 0.749242163 -0.110018978 0 -0.216203104 0.025905899 0.57360421 0.840443511 0 0.978130694 0 2.067613038
Rv0150c 0 0.694390566 -0.020096528 0.29282181 -0.068804144 -0.190534702 -1.038791988 0.160357169 0.875092506 -0.031357923 -0.031015065 0.048470701 -0.07053022 0 -1.134805481 0 1.531581033 0.755473468 -0.031137288 -0.396345993 -0.409639005 0.363041724 0.190087402 2.991348197 0 0.956556008 0 0.232931419 0.416289797 0.092619668 0 0.463601101 0 0.293495802 -0.244509363 0 0.301550756 0.357846665 0 -0.19147375 -0.112175615 -0.473432403 1.210726243 0.555465643 0 -0.632351755 -0.131489782 -0.893011764 -0.247651197 1.629539982 0.575265091 0 0.249396887 -0.622234396 0 1.948777349 0.699195028 -0.510182342 -1.123563875 0 0.0796218 -2.348202102 0
Rv0151c -2.037342725 0.446437092 -0.263254805 -0.46083979 -0.010867969 0.11498696 -1.494855552 -0.363183188 0.542162215 -0.085992393 0.498812064 -0.733668739 0.067984314 -2.802719462 0.093484835 -1.666159493 0.045719816 0.10918654 0.379319599 0.053537227 0.134290638 0.07434002 0.654255172 0.334697094 -2.283355863 -0.350414425 -0.701021817 -1.453060286 0.436129375 0.150604347 -1.316488892 0.075289139 1.778355204 0.436539751 1.686499963 -0.40829542 0.530935612 -0.409414973 -1.703986664 -0.014016775 -1.050802063 -0.075719805 -1.589958466 0.218685236 0.536973408 -0.643910063 -0.259385476 0.774377385 0.248803508 0.910465637 0.244123634 0.952906842 -0.073930732 -0.437902385 -1.578529257 0.97084609 0.47927448 1.063693465 -0.364560463 1.714028503 -0.861565581 -0.456824202 0.195210305
Rv0152c 0 -0.760337988 -0.570916212 0.080635241 0.199677681 0.51574589 0.597882915 -0.085214973 -0.489455162 -0.423362453 0.657538842 0 -0.010033549 0 -0.658554581 0 0.262126593 0.23697954 0.116256211 -0.603846085 -0.142580597 0.363807751 -0.777662602 -1.494896196 0 -0.377097779 0 0 0.419709769 -0.729541258 0 0.151006401 0 0.206726142 0 0 0.597481822 1.181603772 0 -0.406984955 1.418041521 0.785558169 -0.673757843 0.641455928 0 -0.870945282 -0.246614826 0.159340227 -0.66588935 -0.035799358 0.002991235 0 -0.581704359 0.427424973 0 -1.272521207 0.226060294 0.29410342 0.862896932 0 0 -0.704429045 -0.640299886
Rv0153c -1.066927279 -0.093794396 0.09077906 0.420973535 0.390670323 0.583524636 -0.649985248 0.831235718 -1.170190101 -0.281768803 0.482793791 -0.640117649 -0.412352793 -0.501160026 0.215120464 -1.133676614 -0.372357412 -1.318853944 -0.189250217 0.066940667 0.122371056 0.714931084 0.324414921 0.121253387 0.54469995 0.548219581 0.097151265 -0.249501589 0.034696436 0.235716322 -1.429096972 0.043759407 -1.633042652 0.113902682 -1.084162776 -0.038725206 0.446114093 0.5943906 -0.842169711 0.147067932 0.565475671 0.231312017 0.306692808 0.414486658 -1.069288571 -0.051136402 -0.069503996 -0.098088542 0.270920167 -1.203358867 -0.015851731 -0.874799831 0.310279079 0.507040047 -1.741605524 -1.699851953 0.177124905 -3.139665111 -0.837533071 0.34205926 -0.511944587 -0.255810814 -0.383874544
Rv0154c 0.229368119 -0.550839448 -0.78616005 0.700019714 0.757117199 0.217415616 -0.084145681 0.568905334 0.635072486 0.744259591 0.584331203 -2.458804572 1.256800023 0 -1.718353688 -2.150588147 -1.498300478 1.189973178 0.157571626 -0.046595636 -0.586044309 0.452875984 0.029284287 -0.911187027 0 -0.106401274 0 0 0.344660217 -0.618929593 0 0.909377624 0 0.361532257 0.874849618 0 0.251089262 -2.11999543 -1.586052812 0.180177259 0.418921857 0.53567324 -0.400034238 -0.201007437 -0.404217408 0.684779532 0.038877961 -1.436072307 -0.846153872 0.318357527 -0.274474442 0 -0.01179268 -0.048596008 0 -0.639074855 0.744166341 -0.022654381 -1.934008006 0 0.686879651 -2.569568991 0.21091577
