Gene ARP4 Amikacin Amp Antimycin Ascididemin_Nat_prod BZA CCCP CPZ Cap Cephalexin Cerulenin Clofazimine Clotrimazole DCCD DIPED DNP DTNB DTT Deferoxamine Dipyridyl EMB Econazole Eta GSNO GSNO_CFZ GSNO_CPZ GSNO_KCN GSNO_menadione H2O2 INH KCN Levo Min_med__succinate_ Mtm NRP_1 NaN3 Nam Nigericin Novobiocin Oflox PA_1 PA_21 PA824 PZA Palmitate Procept_6776 Procept_6778 Rif Rifp Rox SM Succinate TLM TRC TRZ Tet UV Valinomycin Verapamil ZnSO4 menadione mercaptoethanol methoxatin
Rv2241 -0.813733379 -0.700999879 0.783079903 -0.051897185 0.289307881 -0.910390511 0.174837584 -0.248057066 0.729418139 0.250871657 0.153880399 0.831714378 1.246280303 0.289035898 0.048097164 0.746731747 0.079633732 -0.373501031 0.605022553 1.780980891 -0.694252832 1.141262269 0.645047576 0.267291771 -0.088669026 -0.385127497 0.152071109 -0.344940689 -0.278365771 0.083041492 0.849422966 1.697121426 0.228944573 0.379119886 -1.739336571 1.016252252 -0.508317522 -0.13486032 1.502496595 0.564468631 -0.185019199 -0.019108567 0.482085931 -0.033392858 0.962497098 -0.027976839 0.20518626 -1.363190599 0.263523889 0.421574758 0.77212721 1.102872554 -0.022931474 -0.198315706 0.009969763 0.281337413 0.394452157 -1.965907457 0.119955658 1.065393935 -0.756917922 -0.051587936 0.371868821
Rv2242 1.316753037 -1.49785652 -0.022716515 -0.518165558 -0.064085412 0.615399333 0.83638523 -0.050492125 -1.340760443 0.030755748 1.518280409 0.258642999 -0.020511286 -0.763995774 -0.253507467 1.06740246 0.269746641 -0.722169497 -0.352690339 -0.586922902 -1.375947958 0.497596484 0.063402467 0.110078564 0 0.506612345 0.444773948 1.63576271 -0.49844177 0.522817563 -0.5384566 -0.201108611 -1.19354147 0.112057927 -1.160535918 -1.748679606 0.59867407 1.228340085 0.832302481 -0.552957759 -0.534839385 -0.335827775 0.420901365 0.986460545 -0.328494264 -0.890875653 -0.425229606 0.15977397 0.164910147 -1.099742652 -1.175878738 -0.355983816 0.279194796 0.168297463 -0.603894299 -2.51814311 -0.443655406 -2.097381493 -0.105953536 0 0.844683607 -0.290962853 0.089087861
Rv2243 -0.415218135 -0.366729793 0.434248152 -0.456812624 -0.763398004 0.153385729 -1.635744387 -0.320097497 -0.951658277 0.100541009 1.36258609 -0.233190971 0.098294325 -2.197942618 0.291556783 -0.459622251 0.422699866 -1.763429342 0.491525223 0.14050198 0.738338633 -0.180440534 2.872972962 0.612244656 0.268150638 -0.948074127 -1.106414241 -0.392364305 0.196109504 2.774776527 -1.61117155 0.499356961 -0.603995568 0.470988941 0.580932832 -0.438134774 0.190039672 0.075678485 0.546380936 0.151692887 0.252678102 0.296766135 -0.459095197 0.384888856 0.031039759 -1.059073192 -0.664681135 0.155468858 0.153837697 -0.762843141 -0.104140003 0.290016325 3.293282535 -0.585306192 -0.396318974 -1.087327096 0.34819208 -1.164607513 -0.118943124 0.333204596 0.014453823 0.477641416 0.235716503
Rv2244 -0.203997918 -1.679564274 0.66236477 -0.343171837 -0.443950679 -0.329149825 -1.141295435 -0.44335033 -0.943267071 0.500527803 0.992153958 -0.268583387 0.130832956 -1.583188147 0.123493418 -0.608218743 0.180196465 -1.985318582 0.312270948 0.224067042 0.612642175 -0.14952565 2.951117769 0.599991179 0.48104413 -1.062247344 -0.421875718 -0.589257789 0.194945076 2.651347971 -0.848954043 0.534835482 -0.938744157 0.872259814 0.837536269 -0.029350228 0.185260889 -0.184333313 0.54892045 0.144492362 0.609670674 0.470726467 0.560933209 0.537249348 0.089132767 -0.587757988 -0.071775734 -0.916671847 -0.613421468 -0.896428567 -0.815600435 0.172827744 2.862872755 -1.102949317 -0.358949912 -1.742010231 0.601343249 -0.755325871 -0.339834648 0.295153195 -0.770224601 0.283454902 0.026377707
Rv2245 0 -1.416781766 0.0415045 -0.718491524 -0.659923966 -0.149580914 0.968417732 0.08933103 -1.641510317 0.242276533 0.644336658 0 -0.195972955 0 0.3312994 0 0 1.155118178 -0.034783616 0.124290863 0.679685339 -0.396122504 2.891549583 0 0 0 0.299649685 1.103447688 -0.353839345 3.015824976 0 0.14067145 0 0.055327732 1.051455021 0 -0.091455926 0.718294021 0 0.056564342 0.073003755 -0.202308516 0.178093832 0.194528294 0 -0.619801865 -0.313898051 0.376595178 -0.085257609 -1.517722891 -0.741228642 0 2.567013856 -0.301121282 0 -1.481132562 0.423656521 1.285270904 1.576071795 0 0 1.434705782 1.626298185
Rv2246 0.070594995 -2.08409177 0.651514451 -0.213594114 -0.219836365 -0.397975242 -1.350849426 -0.290941597 -1.725138902 0.364332534 0.982688063 0.568180889 0.420553761 -0.79486512 0.116765226 -0.322730013 0.442746256 -1.374516557 0.498879712 0.450149901 0.49577027 0.200644618 2.894409712 0.601803288 0.786640937 -0.814852547 -0.184190688 -0.981937184 0.362356866 3.128293376 -0.314020596 0.272352315 0.071952532 0.793086946 0.225035146 -0.056755389 0.189049753 -0.306088435 0.633191125 -0.465068449 0.435333261 0.298604269 0.317034065 0.444687754 0.412004162 -0.332699357 0.06442488 -1.070117603 -0.304221416 -1.541001057 -0.912825541 0.475760647 2.728824562 -1.213929049 -0.301017033 -1.778598833 0.579333926 -0.805304375 0.291287368 0.153255124 -0.996855588 0.454357211 0.166966457
Rv2247 0.665841442 -0.402565032 0.25769215 -0.755350012 -0.423603384 -0.140418549 -1.031321704 -0.308934606 -1.493591281 0.32107521 0.483930196 0.15941024 0.174170915 -0.366193806 -0.243174922 -0.578738312 0.201501241 -0.872824029 -0.00497414 0.325897429 0.500221827 0.025245252 3.155882417 0.185842812 0.541986378 -0.561452779 -0.342544158 -1.164920672 0.010069692 3.65458656 -0.178171642 -0.215004931 -0.069335839 0.238654818 0.401044731 -0.08468845 0.154766712 -0.811357756 0.405972865 0.240402811 -0.127801254 -0.507479141 1.487223099 0.292542829 -0.074306538 0.121474811 0.147319188 0.179673153 -0.04591504 -1.499317877 -0.100575162 -0.174733081 2.9036554 -0.53517043 -0.043029889 -0.395361299 0.367629756 -0.793104535 -0.084846552 -0.362374007 -0.59026008 0.004517812 -0.23755255
Rv2248 -0.079300297 -0.267786205 -0.294442794 0.459449423 1.33626056 0.411381232 0.447025395 -0.034576164 -0.752307693 -0.347909588 0.584257438 -0.934912354 -0.800129002 -0.853496937 0.31220474 -0.788984007 -0.012830883 -0.722789427 0.084101038 0.603785001 0.453797082 -0.991802725 2.013031415 -0.487088941 -0.195518729 0.544392548 -0.480721582 -0.492395255 0.056196309 1.404925637 -0.372181889 0.094033006 -1.221777704 0.174848002 -0.932075912 -0.373253667 0.220464674 0.466353398 -0.167995396 -0.504538916 -0.245091218 -0.880331286 1.229558755 0.038268666 -1.03062762 -0.730521408 -0.470609218 0.600051235 0.131202418 -0.699048545 -0.253906124 -1.007938196 1.537463232 -0.585973423 -0.809835314 1.352892326 0.011754753 1.650998606 0.053354761 0 0.669141501 -0.343995426 0.10579972
Rv2249c 0.779100342 0.491200112 0.524022766 -0.41523135 -0.474629743 0.04690231 1.274163962 -0.280260727 0.672206731 0.426341933 -0.088828706 0.128893964 -0.279860131 2.568197233 -0.117643505 -0.140480353 0.380971378 -0.454224129 -0.382217388 -0.15300018 0.44112107 -0.022236814 0.656491352 -0.088829995 -1.088472989 -0.668374605 0.796773966 -0.662509482 -0.672357817 0.665999801 3.27170499 -0.211154255 -0.344917316 -1.38533391 -0.589314797 -0.205398205 -0.213493623 -0.683212784 -0.087656838 -0.182872701 -0.472825622 -0.393047783 2.575247208 -0.170033057 0.247006095 0.647716358 -0.330298145 -0.77748388 -0.75884294 0.74443695 0.097148785 0.01619413 0.035505365 0.379041119 0.76019086 1.403629529 -0.600171809 1.398725764 0.29851699 0.321028002 -0.410499256 0.129737836 0.626958897
Rv2250c -0.410863917 0.051288358 0.376950286 -0.404783673 -0.199188931 -0.987078113 -0.173154266 -0.614392795 -0.35799169 -0.28556942 0.512156087 0.036775105 0.535559541 0 -0.15101869 0.855171238 -0.454045584 -0.605413321 -0.242724997 0.436808618 0.076076312 1.097207876 0.564771492 -0.163154879 0 0.041165007 -0.263551179 0.394321197 -0.066456731 -0.73649016 0.928421734 -0.269496616 1.129090849 0.487711977 -1.313717219 0 -0.135891787 -0.760335173 -0.261906582 -0.350470876 -0.260452409 -0.75497736 0.190417269 0.120561121 -0.251392943 -0.117042718 0.313418281 0.5531911 0.161343591 1.406631707 0.368026845 -0.666842583 0.496920578 0.070086206 0.855574659 0 0.025499236 0.960739669 0.591700696 0 -0.341366521 -1.383569607 0.065683702
Rv2251 6.02947092 -0.180963035 -0.889302124 0.471612283 0.411351675 -0.693161357 1.137203138 -0.175649238 -0.870913231 0.243423797 0.116591343 -0.288147407 -0.101893927 1.184090725 -0.563545261 0.024230087 -0.270755768 0.951595209 -0.56814395 0.695439166 -0.180341385 -0.434917014 0.349999505 -0.573266714 0.112310117 -0.112298446 -0.043873989 0.707689484 0.59376331 0.235495411 1.23539474 -0.657922321 -0.394422019 -0.915501363 -0.344451031 0.325012963 -0.511792324 -0.259651478 -0.213482335 -0.208016568 0.12953346 0.402622406 1.363344988 -0.163755568 -1.059917789 0.871269289 0.501597144 -0.668049859 -0.396361942 -0.431360006 -0.048913225 -1.081717575 0.011330792 0.243055303 0.343396065 0.670523966 -0.495044199 0.597216949 0.276074367 -0.821534202 0.987000624 0.325080669 -1.436769945
Rv2252 5.243767861 -1.760470991 0.189136016 -0.537437635 0.147454921 -1.077649614 -1.23188855 -0.149842529 -0.396965633 -0.102767499 0.379028438 0.487697249 0.581265868 -0.111587407 -0.152766022 -1.42510284 0.774305439 0.045715616 0.058758745 0.445377044 -0.09647179 0.528254774 -0.022016751 0.672845875 0.16675407 -0.234974812 0.317223485 1.907263787 0.087908816 -0.209921052 0.595863979 -0.140666294 -0.766748798 -0.223158213 -0.035504467 0.721410489 0.224156459 0.408994952 -1.061123286 -0.917642501 0.179811315 0.169220775 0.333490908 -0.13872607 -0.005680346 -0.64485559 -0.809508919 0.145192219 0.441528485 -0.536817537 0.8496615 0.319882715 0.325837974 -0.529138035 -0.529966273 -1.386874748 0.018945775 -0.252503465 0.116320794 1.222766493 1.489552835 0.369551314 0.825104986
Rv2253 -0.115346877 1.71010657 0.041556899 -0.085648286 -0.514468078 0.072947812 -0.411857023 -0.382365761 2.275172657 -0.159904723 0.490955906 0.201781487 -0.983703386 -0.217267977 -0.033668153 0.344424909 0.552797823 -0.60117556 0.184443145 0.100904494 0.323213518 -0.186190577 0.292425747 0.517380376 0 -1.24166959 -1.45353608 -1.310612751 0.050106557 0.110618356 -0.207457834 0.090427804 0.641583559 -0.371881461 -1.450379003 -3.477084189 0.186095998 3.881281556 -0.76797247 -0.134849596 -0.891640691 -0.39218976 -1.719333896 -0.242468641 -0.268674647 -0.833806799 -0.538654985 0.195702086 0.643323981 2.205644258 0.026779207 0.1419233 -0.152195384 0.250727592 -0.023343677 2.545740417 -0.333144854 0.763220617 0.185244808 0 1.085116207 1.701435712 0.541122288
Rv2254c 0.962146127 0.795327185 -0.454189158 0.054176728 0.063469739 -0.453192955 0.336327956 0.289910038 2.287204134 0.329745226 -0.15026585 -0.002286449 -0.377405267 1.055338411 -1.02599073 0.613320283 -0.009250951 -0.0764928 -0.161217729 0.050509196 -0.318508431 -0.052547023 0.080605644 -0.311576108 0.063234137 0.102016373 -0.108623826 -0.247860987 -0.180476324 -0.159909943 0.023708571 0.018484278 -1.163763688 -0.679387844 -0.077633602 0.020903414 -0.322250946 -0.115299359 0.12302944 -0.602735781 -0.161800207 -0.226507897 0.046634626 -0.256971934 -0.540470733 0.284097843 0.2501766 -0.183121825 -0.430736022 4.098989448 -0.486072087 0.217701584 -0.080228862 -0.120798594 0.358337174 2.785065023 -0.577753217 3.388972633 -0.185566835 0 0.183298398 0.009160804 -0.460934425
Rv2255c 1.034278228 1.473428555 -0.488039352 -0.613097895 -0.295226648 -0.701916436 1.377316648 0.119497058 2.046836325 0.320419384 -0.124810724 0.826084296 0.117503151 1.476220781 -0.260618456 1.127536603 0.129285346 0.044342397 -0.264050109 -0.222510672 -0.244285803 -0.236210736 -0.015153778 -0.450481424 -0.772857197 -0.234624682 -0.467384434 -0.46792166 -0.284535473 0.059602686 -0.049988731 -0.517046437 -0.10387143 -0.874623002 0.118520201 -0.756739338 -0.742066138 -0.599407604 0.375246953 -0.335052857 -0.595345095 -0.437048904 -1.165326335 -0.558752519 -0.206551096 0.351844321 0.211905068 -0.472194851 0.225917413 3.672085519 0.456630417 -0.181770104 -0.22859065 0.489675337 1.100393704 2.793808567 -0.695667536 3.076212059 -0.020989094 -0.140896956 0.253847219 0.133441702 -0.091781129
Rv2256c -0.055577252 1.060018024 0.244768972 -1.429953652 -0.60950627 -0.227393741 1.961118392 1.020043617 0.738239572 0.848235428 -0.791184739 0.942696332 -0.243864807 0.858126977 -0.267057342 0.606669321 -0.693127801 -0.301154431 -0.567325533 -0.251265338 0.012407213 -0.420838874 0.296664144 -0.633814352 -0.067856324 1.434817882 -0.038554432 -0.797455247 -0.464646045 0.329889924 0.133488136 -0.875128251 -2.960734306 -0.748996227 -0.740838897 -0.269595507 -0.032557355 -1.547284123 -0.458929828 -0.948909166 -0.742185319 -0.427258446 0.001161325 0.125454326 -0.524577465 1.093703135 0.077261921 -1.149254049 -1.075840134 1.883824772 -0.425333366 -0.621951532 -0.006412434 0.090845224 1.966783716 1.204701939 -0.487812284 1.290441563 -0.274096108 0.332003907 -0.606185607 -0.452229929 -1.123933333
Rv2257c 0 -0.848495077 0.220919246 0.096028451 -0.760443889 -0.087170891 0.56318971 -0.308757244 -0.579984093 -0.045994475 0.258703515 0 0.838395775 0 0.602918672 0 0.579347849 1.450136396 0.251638474 -0.255149135 -0.060967807 -0.653889997 1.493056504 0 0 0 0 0 -0.416051658 1.570323281 0 -0.105557107 0 0.548106129 0 0 -0.072328042 1.103360427 0 0.576514905 -0.45562273 -0.500849035 -1.737993325 -0.020223869 0 -1.66223038 -0.435137109 0.248664932 0.018778212 -0.981530773 -0.766290933 0 2.641761395 -0.850877079 0 0.605580855 0.520265908 1.486127095 1.45568078 0 0 1.473323159 2.868117582
Rv2258c -1.012370159 -0.695952768 0.507856318 0.454521972 -0.057395682 -0.025686704 -2.082430208 0.374544921 -0.151353759 0.361249609 0.366449854 -0.793666667 0.035285097 -1.024008913 0.271832075 -1.63553492 0.144326146 -1.299691771 0.35133105 0.02958459 0.498212225 -0.077782085 1.575546578 0.235131114 0.64895497 1.047987961 -0.901704163 -0.621263478 0.409126134 1.835132169 -2.407329845 0.382450795 -1.008378813 0.93552126 -0.608086762 -0.547512059 -0.059921012 0.808536934 -2.87260045 1.305013478 0.382016613 0.30396093 -1.413528064 0.257090374 -0.021449234 -1.176002983 0.156580985 -0.490398519 0.083268227 -0.088367436 -0.147419472 0.193358672 2.012263117 -0.774343317 -1.565617867 -0.237411048 0.752061649 -2.086914954 -0.325088256 1.210229131 -0.634682688 -0.115817781 0.213928454
Rv2259 -0.802317761 -0.293656695 -0.603877101 1.104430927 0.556072276 -0.569300469 -1.602650627 0.502606625 -0.478532778 -0.343364665 0.2886781 1.217274959 1.197925863 -2.889237158 -0.156884898 -1.631029356 0.668161118 0.102842329 0.217713367 0.334317409 0.102411387 1.643732374 0.119900011 0.532850376 0.34263841 0.56842559 1.390919979 0.84163924 0.257137137 0.012483524 -1.087003667 0.153473024 -0.306618599 -0.270995568 -0.783783233 1.107859406 -0.46747314 0.013913288 -3.465989432 0.339045303 0.650775213 0.828895587 0.462569148 -0.341651579 0.01861491 0.140431119 0.551311729 0.58617313 0.077151368 -2.065799095 -0.252651485 0.369144659 0.260670211 -0.472696778 -0.989535256 -0.87199787 -0.192257495 -2.047577913 0.544282141 1.058029513 0.379105134 0.300463636 0.768888618
Rv2260 0.946265935 -1.778284487 -0.354774453 0.712843461 0.416366712 0.058616659 -0.668821846 0.46877755 -1.672271901 -0.088789451 0.169371831 0.848020193 0.937712439 -2.095031319 -1.176627188 -0.749589906 0.41275867 -0.06281456 0.147915849 0.063939156 -0.479376641 1.071193248 0.29484483 0.524559139 0.51613182 0.794508005 1.399701581 0.881144354 0.398693606 -0.171980089 -0.153541653 0.410404958 -0.386855203 0.18424093 -0.455672764 0.940397405 -0.017889965 -0.024167503 -1.756718385 0.926552148 0.630387491 0.599329364 0.237079778 0.065743878 0.004062039 0.545354267 0.659126573 -1.018942753 -1.412379278 -3.038728207 -0.575041343 -0.233983726 0.557939754 -0.422943588 -0.098465908 -4.073504757 0.77708593 -1.997356041 0.385579008 0.980374778 0.903514233 0.5448834 0.616398794
Rv2261c -0.195814817 -0.809016073 -1.034223553 0.376117955 0.105713345 -0.313318808 1.283011742 0.441821932 -0.155318971 -0.418224023 -0.052107939 -0.135390593 -0.824507962 0.240684225 0.3744844 0.315012109 -0.657154689 0.383288404 -0.831981657 0.920167832 0.257382396 -1.204218796 0.725753103 -1.191061538 -0.167417955 0.279431961 -0.886246806 0.350043186 1.049938576 0.528901686 -0.135256835 -0.494933743 0.711582758 0.274886385 -1.468308641 -0.824306865 0.310272481 -1.313728916 -0.54296748 -0.121836843 0.318357284 0.297901043 -1.461054167 -0.064969768 -0.435634816 -0.540673679 -0.032181742 0.88707005 -0.010884719 -0.859225627 -0.305661498 -0.635992958 1.559602339 0.481929097 0.760395717 0.973474846 -0.283652523 -0.814924737 -0.431828514 0 -0.57280824 -0.555515853 -0.94969944
Rv2262c 1.596046131 -0.648924337 0.127745105 0.064367682 0.514645411 -0.645963179 -0.525629962 0.932900288 -0.038742383 0.149858642 0.572787862 0.469923045 -0.004503972 -1.615769587 -1.396374704 -0.19949187 -0.327701039 -0.291913279 -0.132511007 0.06685547 -0.329327604 0.597325576 0.153382037 -0.277790459 0.121375866 0.726558773 -0.294000781 0.094322807 0.243226074 -0.395877981 -1.738185378 0.690915817 1.205856157 -0.390883134 2.958657648 0.594683001 -0.524213028 -0.170370752 -1.81373192 0.513882457 -0.027479007 0.078626855 0.125277448 -0.549642551 -0.111932007 -0.719289895 -0.607986059 0.287432996 0.789054679 0.798598856 -0.225393888 -0.606609459 0.829687448 0.405568534 0.906496477 -1.816214314 -0.63558155 -0.260824328 0.19190454 0 0.843963662 -0.269291918 -0.415272424
Rv2263 -0.276477245 1.0580412 -0.441677728 -1.108521237 -0.125211033 -0.095073399 0.296459296 -0.378322725 -0.364422768 -0.554453752 -0.248556543 -0.717204282 -0.217453394 -0.071834395 0.266964151 -0.374779403 -0.697460481 0.674236903 -0.090505589 -0.065996295 -0.436959021 -0.057965116 1.710454801 -0.22925857 -0.758679359 -0.78887298 0.520435656 -1.226000992 0.869552226 0.22903536 0.074231513 -0.383646901 -0.370966805 -0.101642023 -0.188467183 0.35457146 0.572385804 -1.006106353 -1.975626668 1.04954927 -0.031810286 -0.429981794 0.500201868 0.676752653 -0.215179815 -0.163842521 -0.280423435 1.13536427 0.46930381 -0.345338249 -0.861909528 -0.222030767 -0.058861609 -0.0440977 1.021211442 2.413467039 -0.092879182 -0.123317222 -0.640136365 0 -0.470096912 -0.5172106 -0.584546083
Rv2264c -0.541242604 -1.687398156 0.180819519 0.528761289 0.840673548 -0.295918544 -1.242486105 -0.186153894 0.424352797 0.415736863 0.675411728 -0.045475986 0.161941782 -1.675583087 -0.28957628 -0.860701224 -0.040957137 0.346678164 0.519218209 0 0.126684222 -0.096622412 0.183539063 0.40813734 -0.230226687 0.06385016 -0.315213226 -0.286084712 -0.391203861 -0.555907561 -0.040921529 0 1.292524921 0.258413902 1.518790284 -0.125996324 -0.305659268 0.026641054 -2.624147074 -0.015185148 0.910570582 -0.127820881 -0.218918041 -0.378262759 0.787087983 1.474171491 0.593124271 -0.386143864 0 1.968602857 -0.768822592 0.323970549 0.339297382 0.103441132 -0.480190352 -0.243242183 0.295265651 -0.150889199 -0.085030692 -2.024049531 0.549017391 -0.527034908 0.259349797
Rv2265 -1.260443165 0.479607783 0.743886123 -0.293361789 -0.190408292 -0.220023911 -0.023441526 -0.377541986 0.806038828 -0.491022437 1.042098779 0.59272575 -0.290134208 0.661930295 0.56258805 -0.238180456 -0.685866043 -0.761750555 -0.006518001 -0.031611585 0.056393994 -0.579768329 0.33306989 -0.337988446 -1.453850427 -0.86735699 -0.302063856 -2.309293222 1.001816359 -0.169820763 0.468764085 -0.167287914 -0.076440235 0.473902586 -0.810303038 0 0.868430103 -0.436379664 0.274117371 0.096193249 -0.268231738 -0.544718269 -0.438379448 0.007415907 -0.232248695 -0.786664514 0.010536184 1.023268581 0.718195521 0.008854443 -0.846097136 -0.07832924 0.071636997 -0.295620594 0.214693559 1.455358421 0.317937951 -0.589855552 -1.37448509 0 -1.646181176 -0.667391757 -0.834637386
Rv2266 -0.268499207 1.589482704 -0.469581761 0.392379175 -0.654650222 -0.092093462 0.648156099 1.067194544 1.441122038 -0.547964077 -0.353340578 1.281928701 0.617182768 0.140067022 -0.401374294 -0.612834153 -0.461184584 0.110444128 -0.354795883 -0.847760193 -0.084431656 0.897684079 -0.213856843 -0.622811836 0 -0.295350736 1.252297661 -0.74257342 0.212835202 -0.188741421 -1.18175953 -0.460289931 2.272457227 -0.320732475 1.290232695 0 -0.174798477 0.230585108 -1.466263853 -0.789091333 0.103180748 -0.039998684 -0.628812487 -0.315969242 0.950202017 -0.363266043 -0.68870465 -0.208017469 0.084547113 2.178660691 0.22799801 0.276342567 -0.797642016 0.249268081 1.803526897 0.931407101 -0.523698839 1.492143279 0.107882493 0 -0.647157229 -0.433509665 -0.339878134
Rv2267c 0.354947721 -0.791044368 -0.696216218 -0.122119083 -0.129901998 0.309873435 0.691666589 -0.219049396 -0.851294405 0.093826506 -0.744093627 -1.07839754 -0.627017326 -0.470546892 -0.0760531 -0.4263282 -0.263204915 0.509096622 -0.438592882 -0.008507254 -0.48871547 -0.240721305 -0.67717274 -0.699122785 -0.57537339 -0.541803663 -0.792362526 -0.245095765 1.712839322 -0.791918554 -0.816652987 -0.727970768 -0.519000789 1.105358011 0.462170862 -1.038823755 0.347893112 -0.642287686 -0.28683111 -0.488015194 0.033222395 -0.134674888 -1.307723084 0.694146549 -0.245696757 0.191649473 0.480096223 0.029009249 -0.212001921 -1.426227082 -0.60394342 -0.404258454 -0.136317991 0.194324253 -0.107493233 -0.596352621 0.94835303 -0.380669684 -0.121687497 -2.016639215 -0.549351207 0.41289784 0.385303505
Rv2268c 0.608981305 -1.000320642 0.116980099 -0.045451644 0.202903525 -0.057033341 -0.17889109 0.040341882 1.41255807 0.59164886 0.423156876 -1.639581365 0.663284263 -2.549075148 -0.394943327 0.228283337 -0.361232307 -0.833219759 0.15548427 -0.856073418 -0.320455239 1.21900079 -0.870001012 -0.168920353 -0.321711113 -0.425859476 -1.201190226 -0.366432966 1.206508869 -1.218826738 -1.955213811 1.180598839 -1.116981543 0.834631766 -0.054843326 0.035783854 0.341659299 -0.778152693 -0.58300772 -0.141202275 0.310568069 0.252221863 -0.73012861 0.082259992 1.35829838 -0.289697556 -0.171380657 0.504605482 -0.096389584 -0.117167512 -1.153512658 1.011028529 -0.513142395 -0.773470068 0.144734133 -1.496436715 0.826116837 -0.486557157 -1.006518169 -0.884996848 -0.585878892 -0.23736704 -0.009608151
Rv2269c -0.677364789 0.561749422 0.575381877 -0.400456971 -0.288397418 -0.078694854 -0.34814348 -0.266566712 0.069550603 0.352217662 -0.163822505 0.65101955 -0.183054495 0.433797112 1.244941155 0.931535011 -0.17187332 -1.232303618 -0.141454453 -0.028724221 0.454232413 1.151829146 -0.127299348 -0.446562369 0 -1.773882103 -1.462302246 -0.452512192 0.343330033 -0.162283895 0.768190441 0.016248758 -0.199272184 -0.641569134 -0.394587631 0 -0.33898821 -0.359566683 -0.968697768 -0.081230328 -0.398085546 -0.579984689 -0.651209201 0.393669101 0.302570009 0.274402985 -0.291122877 1.352742026 0.530419484 0.014739078 0.615054145 -0.026686272 -0.014022609 0.294428608 -0.269720206 1.774649756 -0.251173039 0.622063941 0 0 -2.013737702 0.135167828 -0.677623175
Rv2270 1.607590619 -0.209557825 0.167630628 -1.072196738 -0.216571298 -0.422795317 1.214385166 0.145372179 -0.301990851 -0.140780259 -0.70952443 0.83267073 -0.207607984 1.036800858 -0.186704727 0.666524828 -0.153826387 0.932979363 -0.757639259 -0.193678089 0.466865575 0.100143014 -0.555371355 -0.984726064 -0.028540436 0.164385667 -0.592317247 -0.108013017 0.663342179 -0.795692986 -1.347024143 0.534251756 1.247743827 -0.627431972 0.999224128 -0.152644018 -0.14299868 -1.556161665 -0.010988862 -0.033848849 -0.42546958 -0.535626302 -0.203974916 -0.305763077 -0.571456817 0.850578861 0.407079429 1.974111839 0.653090858 -0.372887458 -0.333646404 -1.293898585 -0.025417099 0.753647704 1.350408774 -0.945429997 0.045924547 0.491253196 -0.246827676 -1.946302411 -0.03455966 0.208854586 -0.747310005
Rv2271 -1.182333494 0.010447094 0.846417605 0.447054329 -0.239884436 -0.143018559 -1.407262117 -0.79520508 0.645867459 0.563072206 0.887993542 0.031124038 0.922847945 -2.478810918 0.880183834 -1.51777939 0.80029004 -0.28673364 0.845342681 0.653697851 0.550371401 0.914070098 0.496151943 1.062028942 -0.42964769 -1.3139226 -0.374483466 0.069035225 -0.410894002 -0.025991777 -1.417800398 0.067648967 -0.03284177 0.945399366 0.294136839 0.224898053 -0.341328803 1.138122534 -0.747523617 0.91705613 0.673750627 0.958566995 -1.164380207 -0.314722824 0.895281914 -1.297756164 0.021690846 -0.266447935 -0.652919695 -0.206032845 0.582387156 1.070898247 0.613521616 -1.461222981 -1.656608144 -0.370596907 0.465655459 -0.930161254 0.51179489 1.579432504 0.445595157 1.055804999 0.798547389
Rv2272 -0.610885687 -0.483518801 0.808421341 0.523635322 -0.298204216 0.143225282 -2.070770162 -0.765308504 1.04648178 0.580396256 0.879401116 -0.114446816 0.811445802 -2.356058321 0.395049374 -2.224245793 1.157732691 -0.319536186 0.748433204 0.050283302 0.430524313 0.666413085 0.211303569 0.851545381 0.219931721 -1.204466607 -0.728691453 0.163817943 0.150271601 -0.084687279 -1.677068005 0.159740009 0.265428041 0.715193416 0.69674827 0.167802929 -0.023498214 1.159186939 -0.77343332 0.909412565 0.438307336 0.61821703 -1.510805983 0.154264913 0.585742099 -1.011245424 0.097544591 -1.201106807 -0.419565564 0.305017238 0.530592536 0.786576331 0.232567322 -1.740003643 -1.803360797 -0.889547165 0.790649712 0.101155853 0.733593765 1.526686073 0.196317501 1.424988036 1.021503478
Rv2273 -1.31400819 1.10628788 0.637098684 -0.017400695 -0.694701123 -0.576422959 -0.742539655 -0.267327458 2.173015058 -0.146631695 -0.103218246 0.535580927 -0.074215671 0.502615668 0.468382706 -0.390207772 -0.283933312 -0.832111958 0.145141437 0.399896577 0.32238319 1.388498655 0.031833608 -0.961539285 0 -1.378324078 -1.482508238 -1.04358805 0.963443731 0.332722499 0.696553374 1.050387319 0.367160677 0.48003848 -0.771754523 0 -0.430111646 0.268942951 0.854828404 0.716674695 -0.590767815 -0.540322055 -0.457943664 -0.259468404 -0.534280712 -1.185826525 0.279471683 0.151038418 0.311621543 1.769470804 1.753982041 -1.098812125 -0.292894315 -0.402957554 0.089910589 1.366081525 1.084955052 0.371440856 -0.692482406 0 -1.021295752 -0.589531135 0.409488423
